random-mating,genetic-variance,fertility-differential
0.0003662109375,0.23529052734375,0.25074462890625
0.6204833984375,0.23529052734375,0.25074462890625
0.0003662109375,0.08245849609375,0.25074462890625
0.0003662109375,0.23529052734375,0.16285400390625
0.0003662109375,0.08245849609375,0.16285400390625
0.6204833984375,0.23529052734375,0.16285400390625
0.6204833984375,0.08245849609375,0.25074462890625
0.6204833984375,0.08245849609375,0.16285400390625
0.5003662109375,0.48529052734375,0.10074462890625
0.1204833984375,0.48529052734375,0.10074462890625
0.5003662109375,0.33245849609375,0.10074462890625
0.5003662109375,0.48529052734375,0.01285400390625
0.5003662109375,0.33245849609375,0.01285400390625
0.1204833984375,0.48529052734375,0.01285400390625
0.1204833984375,0.33245849609375,0.10074462890625
0.1204833984375,0.33245849609375,0.01285400390625
0.7503662109375,0.11029052734375,0.17574462890625
0.8704833984375,0.11029052734375,0.17574462890625
0.7503662109375,0.45745849609375,0.17574462890625
0.7503662109375,0.11029052734375,0.08785400390624999
0.7503662109375,0.45745849609375,0.08785400390624999
0.8704833984375,0.11029052734375,0.08785400390624999
0.8704833984375,0.45745849609375,0.17574462890625
0.8704833984375,0.45745849609375,0.08785400390624999
0.2503662109375,0.36029052734375,0.02574462890625
0.3704833984375,0.36029052734375,0.02574462890625
0.2503662109375,0.20745849609375,0.02574462890625
0.2503662109375,0.36029052734375,0.23785400390625
0.2503662109375,0.20745849609375,0.23785400390625
0.3704833984375,0.36029052734375,0.23785400390625
0.3704833984375,0.20745849609375,0.02574462890625
0.3704833984375,0.20745849609375,0.23785400390625
0.3753662109375,0.04779052734375,0.13824462890625
0.4954833984375,0.04779052734375,0.13824462890625
0.3753662109375,0.14495849609375,0.13824462890625
0.3753662109375,0.04779052734375,0.20035400390625
0.3753662109375,0.14495849609375,0.20035400390625
0.4954833984375,0.04779052734375,0.20035400390625
0.4954833984375,0.14495849609375,0.13824462890625
0.4954833984375,0.14495849609375,0.20035400390625
0.8753662109375,0.29779052734375,0.28824462890624997
0.9954833984375,0.29779052734375,0.28824462890624997
0.8753662109375,0.39495849609375,0.28824462890624997
0.8753662109375,0.29779052734375,0.05035400390625
0.8753662109375,0.39495849609375,0.05035400390625
0.9954833984375,0.29779052734375,0.05035400390625
0.9954833984375,0.39495849609375,0.28824462890624997
0.9954833984375,0.39495849609375,0.05035400390625
0.6253662109375,0.17279052734375,0.06324462890625
0.2454833984375,0.17279052734375,0.06324462890625
0.6253662109375,0.26995849609375,0.06324462890625
0.6253662109375,0.17279052734375,0.12535400390624998
0.6253662109375,0.26995849609375,0.12535400390624998
0.2454833984375,0.17279052734375,0.12535400390624998
0.2454833984375,0.26995849609375,0.06324462890625
0.2454833984375,0.26995849609375,0.12535400390624998
0.1253662109375,0.42279052734375,0.21324462890624998
0.7454833984375,0.42279052734375,0.21324462890624998
0.1253662109375,0.01995849609375,0.21324462890624998
0.1253662109375,0.42279052734375,0.27535400390625
0.1253662109375,0.01995849609375,0.27535400390625
0.7454833984375,0.42279052734375,0.27535400390625
0.7454833984375,0.01995849609375,0.21324462890624998
0.7454833984375,0.01995849609375,0.27535400390625
0.1878662109375,0.07904052734375,0.04449462890625
0.9329833984375,0.07904052734375,0.04449462890625
0.1878662109375,0.36370849609375,0.04449462890625
0.1878662109375,0.07904052734375,0.25660400390625
0.1878662109375,0.36370849609375,0.25660400390625
0.9329833984375,0.07904052734375,0.25660400390625
0.9329833984375,0.36370849609375,0.04449462890625
0.9329833984375,0.36370849609375,0.25660400390625
0.6878662109375,0.32904052734375,0.19449462890625
0.4329833984375,0.32904052734375,0.19449462890625
0.6878662109375,0.11370849609375,0.19449462890625
0.6878662109375,0.32904052734375,0.10660400390625
0.6878662109375,0.11370849609375,0.10660400390625
0.4329833984375,0.32904052734375,0.10660400390625
0.4329833984375,0.11370849609375,0.19449462890625
0.4329833984375,0.11370849609375,0.10660400390625
0.9378662109375,0.20404052734375,0.11949462890625
0.6829833984375,0.20404052734375,0.11949462890625
0.9378662109375,0.23870849609375,0.11949462890625
0.9378662109375,0.20404052734375,0.03160400390625
0.9378662109375,0.23870849609375,0.03160400390625
0.6829833984375,0.20404052734375,0.03160400390625
0.6829833984375,0.23870849609375,0.11949462890625
0.6829833984375,0.23870849609375,0.03160400390625
