iteration,fertility,genes,vertical-trans
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
2,0.0,0.0,0.25
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
3,0.0,0.0,0.5
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
4,0.0,0.05,0.0
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
5,0.0,0.05,0.05
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
6,0.0,0.05,0.25
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
7,0.0,0.05,0.5
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
8,0.0,0.1,0.0
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
9,0.0,0.1,0.05
