random-mating,vertical-transmission,fertility-differential
0.000732421875,0.1568603515625,0.2202392578125
0.746826171875,0.1568603515625,0.2202392578125
0.000732421875,0.1597900390625,0.2202392578125
0.000732421875,0.1568603515625,0.2206787109375
0.000732421875,0.1597900390625,0.2206787109375
0.746826171875,0.1568603515625,0.2206787109375
0.746826171875,0.1597900390625,0.2202392578125
0.746826171875,0.1597900390625,0.2206787109375
0.500732421875,0.4068603515625,0.0702392578125
0.246826171875,0.4068603515625,0.0702392578125
0.500732421875,0.4097900390625,0.0702392578125
0.500732421875,0.4068603515625,0.0706787109375
0.500732421875,0.4097900390625,0.0706787109375
0.246826171875,0.4068603515625,0.0706787109375
0.246826171875,0.4097900390625,0.0702392578125
0.246826171875,0.4097900390625,0.0706787109375
0.750732421875,0.0318603515625,0.2952392578125
0.996826171875,0.0318603515625,0.2952392578125
0.750732421875,0.2847900390625,0.2952392578125
0.750732421875,0.0318603515625,0.14567871093749998
0.750732421875,0.2847900390625,0.14567871093749998
0.996826171875,0.0318603515625,0.14567871093749998
0.996826171875,0.2847900390625,0.2952392578125
0.996826171875,0.2847900390625,0.14567871093749998
0.250732421875,0.2818603515625,0.1452392578125
0.496826171875,0.2818603515625,0.1452392578125
0.250732421875,0.0347900390625,0.1452392578125
0.250732421875,0.2818603515625,0.2956787109375
0.250732421875,0.0347900390625,0.2956787109375
0.496826171875,0.2818603515625,0.2956787109375
0.496826171875,0.0347900390625,0.1452392578125
0.496826171875,0.0347900390625,0.2956787109375
0.375732421875,0.0943603515625,0.0327392578125
0.371826171875,0.0943603515625,0.0327392578125
0.375732421875,0.0972900390625,0.0327392578125
0.375732421875,0.0943603515625,0.1831787109375
0.375732421875,0.0972900390625,0.1831787109375
0.371826171875,0.0943603515625,0.1831787109375
0.371826171875,0.0972900390625,0.0327392578125
0.371826171875,0.0972900390625,0.1831787109375
0.875732421875,0.3443603515625,0.1827392578125
0.871826171875,0.3443603515625,0.1827392578125
0.875732421875,0.3472900390625,0.1827392578125
0.875732421875,0.3443603515625,0.0331787109375
0.875732421875,0.3472900390625,0.0331787109375
0.871826171875,0.3443603515625,0.0331787109375
0.871826171875,0.3472900390625,0.1827392578125
0.871826171875,0.3472900390625,0.0331787109375
0.625732421875,0.2193603515625,0.1077392578125
0.121826171875,0.2193603515625,0.1077392578125
0.625732421875,0.4722900390625,0.1077392578125
0.625732421875,0.2193603515625,0.10817871093749999
0.625732421875,0.4722900390625,0.10817871093749999
0.121826171875,0.2193603515625,0.10817871093749999
0.121826171875,0.4722900390625,0.1077392578125
0.121826171875,0.4722900390625,0.10817871093749999
0.125732421875,0.4693603515625,0.2577392578125
0.621826171875,0.4693603515625,0.2577392578125
0.125732421875,0.2222900390625,0.2577392578125
0.125732421875,0.4693603515625,0.2581787109375
0.125732421875,0.2222900390625,0.2581787109375
0.621826171875,0.4693603515625,0.2581787109375
0.621826171875,0.2222900390625,0.2577392578125
0.621826171875,0.2222900390625,0.2581787109375
0.188232421875,0.0006103515625,0.0889892578125
0.809326171875,0.0006103515625,0.0889892578125
0.188232421875,0.3785400390625,0.0889892578125
0.188232421875,0.0006103515625,0.2769287109375
0.188232421875,0.3785400390625,0.2769287109375
0.809326171875,0.0006103515625,0.2769287109375
0.809326171875,0.3785400390625,0.0889892578125
0.809326171875,0.3785400390625,0.2769287109375
0.688232421875,0.2506103515625,0.2389892578125
0.309326171875,0.2506103515625,0.2389892578125
0.688232421875,0.1285400390625,0.2389892578125
0.688232421875,0.2506103515625,0.1269287109375
0.688232421875,0.1285400390625,0.1269287109375
0.309326171875,0.2506103515625,0.1269287109375
0.309326171875,0.1285400390625,0.2389892578125
0.309326171875,0.1285400390625,0.1269287109375
0.938232421875,0.1256103515625,0.0139892578125
0.559326171875,0.1256103515625,0.0139892578125
0.938232421875,0.0035400390625,0.0139892578125
0.938232421875,0.1256103515625,0.0519287109375
0.938232421875,0.0035400390625,0.0519287109375
0.559326171875,0.1256103515625,0.0519287109375
0.559326171875,0.0035400390625,0.0139892578125
0.559326171875,0.0035400390625,0.0519287109375
0.438232421875,0.3756103515625,0.16398925781249998
0.059326171875,0.3756103515625,0.16398925781249998
0.438232421875,0.2535400390625,0.16398925781249998
0.438232421875,0.3756103515625,0.2019287109375
0.438232421875,0.2535400390625,0.2019287109375
0.059326171875,0.3756103515625,0.2019287109375
0.059326171875,0.2535400390625,0.16398925781249998
0.059326171875,0.2535400390625,0.2019287109375
0.313232421875,0.1881103515625,0.2764892578125
0.184326171875,0.1881103515625,0.2764892578125
0.313232421875,0.3160400390625,0.2764892578125
0.313232421875,0.1881103515625,0.23942871093749998
0.313232421875,0.3160400390625,0.23942871093749998
0.184326171875,0.1881103515625,0.23942871093749998
0.184326171875,0.3160400390625,0.2764892578125
0.184326171875,0.3160400390625,0.23942871093749998
0.813232421875,0.4381103515625,0.1264892578125
0.684326171875,0.4381103515625,0.1264892578125
0.813232421875,0.0660400390625,0.1264892578125
0.813232421875,0.4381103515625,0.0894287109375
0.813232421875,0.0660400390625,0.0894287109375
0.684326171875,0.4381103515625,0.0894287109375
0.684326171875,0.0660400390625,0.1264892578125
0.684326171875,0.0660400390625,0.0894287109375
0.563232421875,0.0631103515625,0.2014892578125
0.434326171875,0.0631103515625,0.2014892578125
0.563232421875,0.1910400390625,0.2014892578125
0.563232421875,0.0631103515625,0.014428710937499999
0.563232421875,0.1910400390625,0.014428710937499999
0.434326171875,0.0631103515625,0.014428710937499999
0.434326171875,0.1910400390625,0.2014892578125
0.434326171875,0.1910400390625,0.014428710937499999
0.063232421875,0.3131103515625,0.0514892578125
0.934326171875,0.3131103515625,0.0514892578125
0.063232421875,0.4410400390625,0.0514892578125
0.063232421875,0.3131103515625,0.1644287109375
0.063232421875,0.4410400390625,0.1644287109375
0.934326171875,0.3131103515625,0.1644287109375
0.934326171875,0.4410400390625,0.0514892578125
0.934326171875,0.4410400390625,0.1644287109375
0.094482421875,0.0787353515625,0.2296142578125
0.090576171875,0.0787353515625,0.2296142578125
0.094482421875,0.0504150390625,0.2296142578125
0.094482421875,0.0787353515625,0.0800537109375
0.094482421875,0.0504150390625,0.0800537109375
0.090576171875,0.0787353515625,0.0800537109375
0.090576171875,0.0504150390625,0.2296142578125
0.090576171875,0.0504150390625,0.0800537109375
0.594482421875,0.3287353515625,0.07961425781249999
0.590576171875,0.3287353515625,0.07961425781249999
0.594482421875,0.3004150390625,0.07961425781249999
0.594482421875,0.3287353515625,0.2300537109375
0.594482421875,0.3004150390625,0.2300537109375
0.590576171875,0.3287353515625,0.2300537109375
0.590576171875,0.3004150390625,0.07961425781249999
0.590576171875,0.3004150390625,0.2300537109375
0.844482421875,0.2037353515625,0.1546142578125
0.340576171875,0.2037353515625,0.1546142578125
0.844482421875,0.4254150390625,0.1546142578125
0.844482421875,0.2037353515625,0.1550537109375
0.844482421875,0.4254150390625,0.1550537109375
0.340576171875,0.2037353515625,0.1550537109375
0.340576171875,0.4254150390625,0.1546142578125
0.340576171875,0.4254150390625,0.1550537109375
0.344482421875,0.4537353515625,0.0046142578125
0.840576171875,0.4537353515625,0.0046142578125
0.344482421875,0.1754150390625,0.0046142578125
0.344482421875,0.4537353515625,0.0050537109375
0.344482421875,0.1754150390625,0.0050537109375
0.840576171875,0.4537353515625,0.0050537109375
0.840576171875,0.1754150390625,0.0046142578125
0.840576171875,0.1754150390625,0.0050537109375
0.469482421875,0.1412353515625,0.1171142578125
0.965576171875,0.1412353515625,0.1171142578125
0.469482421875,0.2379150390625,0.1171142578125
0.469482421875,0.1412353515625,0.1175537109375
0.469482421875,0.2379150390625,0.1175537109375
0.965576171875,0.1412353515625,0.1175537109375
0.965576171875,0.2379150390625,0.1171142578125
0.965576171875,0.2379150390625,0.1175537109375
0.969482421875,0.3912353515625,0.2671142578125
0.465576171875,0.3912353515625,0.2671142578125
0.969482421875,0.4879150390625,0.2671142578125
