random-mating,leakage,fertility
0.000732421875,0.188232421875,0.2202392578125
0.746826171875,0.188232421875,0.2202392578125
0.000732421875,0.191748046875,0.2202392578125
0.000732421875,0.188232421875,0.2206787109375
0.000732421875,0.191748046875,0.2206787109375
0.746826171875,0.188232421875,0.2206787109375
0.746826171875,0.191748046875,0.2202392578125
0.746826171875,0.191748046875,0.2206787109375
0.500732421875,0.488232421875,0.0702392578125
0.246826171875,0.488232421875,0.0702392578125
0.500732421875,0.49174804687499996,0.0702392578125
0.500732421875,0.488232421875,0.0706787109375
0.500732421875,0.49174804687499996,0.0706787109375
0.246826171875,0.488232421875,0.0706787109375
0.246826171875,0.49174804687499996,0.0702392578125
0.246826171875,0.49174804687499996,0.0706787109375
0.750732421875,0.038232421875,0.2952392578125
0.996826171875,0.038232421875,0.2952392578125
0.750732421875,0.341748046875,0.2952392578125
0.750732421875,0.038232421875,0.14567871093749998
0.750732421875,0.341748046875,0.14567871093749998
0.996826171875,0.038232421875,0.14567871093749998
0.996826171875,0.341748046875,0.2952392578125
0.996826171875,0.341748046875,0.14567871093749998
0.250732421875,0.33823242187499997,0.1452392578125
0.496826171875,0.33823242187499997,0.1452392578125
0.250732421875,0.041748046875,0.1452392578125
0.250732421875,0.33823242187499997,0.2956787109375
0.250732421875,0.041748046875,0.2956787109375
0.496826171875,0.33823242187499997,0.2956787109375
0.496826171875,0.041748046875,0.1452392578125
0.496826171875,0.041748046875,0.2956787109375
0.375732421875,0.11323242187499999,0.0327392578125
0.371826171875,0.11323242187499999,0.0327392578125
0.375732421875,0.116748046875,0.0327392578125
0.375732421875,0.11323242187499999,0.1831787109375
0.375732421875,0.116748046875,0.1831787109375
0.371826171875,0.11323242187499999,0.1831787109375
0.371826171875,0.116748046875,0.0327392578125
0.371826171875,0.116748046875,0.1831787109375
0.875732421875,0.413232421875,0.1827392578125
0.871826171875,0.413232421875,0.1827392578125
0.875732421875,0.416748046875,0.1827392578125
0.875732421875,0.413232421875,0.0331787109375
0.875732421875,0.416748046875,0.0331787109375
0.871826171875,0.413232421875,0.0331787109375
0.871826171875,0.416748046875,0.1827392578125
0.871826171875,0.416748046875,0.0331787109375
0.625732421875,0.263232421875,0.1077392578125
0.121826171875,0.263232421875,0.1077392578125
0.625732421875,0.566748046875,0.1077392578125
0.625732421875,0.263232421875,0.10817871093749999
0.625732421875,0.566748046875,0.10817871093749999
0.121826171875,0.263232421875,0.10817871093749999
0.121826171875,0.566748046875,0.1077392578125
0.121826171875,0.566748046875,0.10817871093749999
0.125732421875,0.563232421875,0.2577392578125
0.621826171875,0.563232421875,0.2577392578125
0.125732421875,0.266748046875,0.2577392578125
0.125732421875,0.563232421875,0.2581787109375
0.125732421875,0.266748046875,0.2581787109375
0.621826171875,0.563232421875,0.2581787109375
0.621826171875,0.266748046875,0.2577392578125
0.621826171875,0.266748046875,0.2581787109375
0.188232421875,0.000732421875,0.0889892578125
0.809326171875,0.000732421875,0.0889892578125
0.188232421875,0.454248046875,0.0889892578125
0.188232421875,0.000732421875,0.2769287109375
0.188232421875,0.454248046875,0.2769287109375
0.809326171875,0.000732421875,0.2769287109375
0.809326171875,0.454248046875,0.0889892578125
0.809326171875,0.454248046875,0.2769287109375
0.688232421875,0.300732421875,0.2389892578125
0.309326171875,0.300732421875,0.2389892578125
0.688232421875,0.154248046875,0.2389892578125
0.688232421875,0.300732421875,0.1269287109375
0.688232421875,0.154248046875,0.1269287109375
0.309326171875,0.300732421875,0.1269287109375
0.309326171875,0.154248046875,0.2389892578125
0.309326171875,0.154248046875,0.1269287109375
0.938232421875,0.150732421875,0.0139892578125
0.559326171875,0.150732421875,0.0139892578125
0.938232421875,0.004248046875,0.0139892578125
0.938232421875,0.150732421875,0.0519287109375
0.938232421875,0.004248046875,0.0519287109375
0.559326171875,0.150732421875,0.0519287109375
0.559326171875,0.004248046875,0.0139892578125
0.559326171875,0.004248046875,0.0519287109375
0.438232421875,0.45073242187499996,0.16398925781249998
0.059326171875,0.45073242187499996,0.16398925781249998
0.438232421875,0.304248046875,0.16398925781249998
0.438232421875,0.45073242187499996,0.2019287109375
0.438232421875,0.304248046875,0.2019287109375
0.059326171875,0.45073242187499996,0.2019287109375
0.059326171875,0.304248046875,0.16398925781249998
0.059326171875,0.304248046875,0.2019287109375
0.313232421875,0.22573242187499998,0.2764892578125
0.184326171875,0.22573242187499998,0.2764892578125
0.313232421875,0.37924804687499997,0.2764892578125
0.313232421875,0.22573242187499998,0.23942871093749998
0.313232421875,0.37924804687499997,0.23942871093749998
0.184326171875,0.22573242187499998,0.23942871093749998
0.184326171875,0.37924804687499997,0.2764892578125
0.184326171875,0.37924804687499997,0.23942871093749998
0.813232421875,0.525732421875,0.1264892578125
0.684326171875,0.525732421875,0.1264892578125
0.813232421875,0.07924804687499999,0.1264892578125
0.813232421875,0.525732421875,0.0894287109375
0.813232421875,0.07924804687499999,0.0894287109375
0.684326171875,0.525732421875,0.0894287109375
0.684326171875,0.07924804687499999,0.1264892578125
0.684326171875,0.07924804687499999,0.0894287109375
0.563232421875,0.075732421875,0.2014892578125
0.434326171875,0.075732421875,0.2014892578125
0.563232421875,0.229248046875,0.2014892578125
0.563232421875,0.075732421875,0.014428710937499999
0.563232421875,0.229248046875,0.014428710937499999
0.434326171875,0.075732421875,0.014428710937499999
0.434326171875,0.229248046875,0.2014892578125
0.434326171875,0.229248046875,0.014428710937499999
0.063232421875,0.375732421875,0.0514892578125
0.934326171875,0.375732421875,0.0514892578125
0.063232421875,0.5292480468749999,0.0514892578125
0.063232421875,0.375732421875,0.1644287109375
0.063232421875,0.5292480468749999,0.1644287109375
0.934326171875,0.375732421875,0.1644287109375
0.934326171875,0.5292480468749999,0.0514892578125
0.934326171875,0.5292480468749999,0.1644287109375
0.094482421875,0.094482421875,0.2296142578125
0.090576171875,0.094482421875,0.2296142578125
0.094482421875,0.060498046874999996,0.2296142578125
0.094482421875,0.094482421875,0.0800537109375
0.094482421875,0.060498046874999996,0.0800537109375
0.090576171875,0.094482421875,0.0800537109375
0.090576171875,0.060498046874999996,0.2296142578125
0.090576171875,0.060498046874999996,0.0800537109375
0.594482421875,0.394482421875,0.07961425781249999
0.590576171875,0.394482421875,0.07961425781249999
0.594482421875,0.360498046875,0.07961425781249999
0.594482421875,0.394482421875,0.2300537109375
0.594482421875,0.360498046875,0.2300537109375
0.590576171875,0.394482421875,0.2300537109375
0.590576171875,0.360498046875,0.07961425781249999
0.590576171875,0.360498046875,0.2300537109375
0.844482421875,0.244482421875,0.1546142578125
0.340576171875,0.244482421875,0.1546142578125
0.844482421875,0.510498046875,0.1546142578125
0.844482421875,0.244482421875,0.1550537109375
0.844482421875,0.510498046875,0.1550537109375
0.340576171875,0.244482421875,0.1550537109375
0.340576171875,0.510498046875,0.1546142578125
0.340576171875,0.510498046875,0.1550537109375
0.344482421875,0.544482421875,0.0046142578125
0.840576171875,0.544482421875,0.0046142578125
0.344482421875,0.21049804687499998,0.0046142578125
0.344482421875,0.544482421875,0.0050537109375
0.344482421875,0.21049804687499998,0.0050537109375
0.840576171875,0.544482421875,0.0050537109375
0.840576171875,0.21049804687499998,0.0046142578125
0.840576171875,0.21049804687499998,0.0050537109375
0.469482421875,0.16948242187499998,0.1171142578125
0.965576171875,0.16948242187499998,0.1171142578125
0.469482421875,0.28549804687499997,0.1171142578125
0.469482421875,0.16948242187499998,0.1175537109375
0.469482421875,0.28549804687499997,0.1175537109375
0.965576171875,0.16948242187499998,0.1175537109375
0.965576171875,0.28549804687499997,0.1171142578125
0.965576171875,0.28549804687499997,0.1175537109375
0.969482421875,0.469482421875,0.2671142578125
0.465576171875,0.469482421875,0.2671142578125
0.969482421875,0.585498046875,0.2671142578125
0.969482421875,0.469482421875,0.26755371093749997
0.969482421875,0.585498046875,0.26755371093749997
0.465576171875,0.469482421875,0.26755371093749997
